appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories,positive_ratio,ratings,owners_average,MutualPlayerCount
334040,Down To One,Gadget Games,My Way Games,,811,1301,"200,000 .. 500,000",76,0,111,0,0,Action,USD,0.49,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Trading Cards, Stats, Family Sharing",0.3839962121212121,0.7523408454046971,350000.0,34
334100,Extreme Exorcism,Golden Ruby Games,Ripstone,,50,14,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Casual, Indie",USD,5.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",0.78125,0.7787954634043376,10000.0,31
334280,Lost Sea,Eastasiasoft Limited,Eastasiasoft Limited,,42,25,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Indie",USD,14.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.6268656716417911,0.7784448357920799,10000.0,7
334290,Gates of Horizon,Hex Keep,Hex Keep,,67,35,"20,000 .. 50,000",0,0,0,0,0,"Indie, Massively Multiplayer, Simulation, Strategy",,0.0,"MMO, Steam Trading Cards, Family Sharing",0.6568627450980392,0.77836875263636,35000.0,8
334310,Plebby Quest: The Crusades,PiedPipers Team,NEOWIZ,,2287,366,"200,000 .. 500,000",1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",USD,5.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.8620429702223897,0.7856781682883872,350000.0,18
334420,Out There: Ω Edition,"Mi-Clos Studio, FibreTigre","Mi-Clos Studio, WhisperGames, Fractale",,1229,397,"200,000 .. 500,000",80,0,132,0,2,"Adventure, Indie, RPG, Strategy",USD,14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.7558425584255842,0.7775879853282917,350000.0,20
334560,Square Heroes,Gnomic Studios,Gnomic Studios,,214,34,"20,000 .. 50,000",0,0,0,0,1,"Action, Indie",USD,12.99,"Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing",0.8629032258064516,0.7794934123906042,35000.0,13
334620,Soccertron,David Erosa,Erosa Games,,50,16,"50,000 .. 100,000",27,0,27,0,0,"Action, Indie, Sports",USD,4.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play Together, Family Sharing",0.7575757575757576,0.7787426255078669,75000.0,49
276810,Mordheim: City of the Damned,Rogue Factor,Nacon,,5392,2286,"500,000 .. 1,000,000",1849,0,924,0,169,"RPG, Strategy",USD,19.99,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.7022662151601979,0.762949196556506,750000.0,80
334840,Drive to Hell,Ghost Crab Games,Ghost Crab Games,,56,17,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie",USD,4.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",0.7671232876712328,0.778761237993755,35000.0,11
335000,Tormentum - Dark Sorrow,OhNoo Studio,OhNoo Studio,,2380,149,"100,000 .. 200,000",376,0,380,0,2,"Adventure, Casual, Indie",USD,6.23,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.941083432186635,0.7916397880588004,150000.0,19
335010,Steam and Metal,Maltakreuz,Maltakreuz,,58,21,"20,000 .. 50,000",0,0,0,0,0,Indie,USD,4.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.7341772151898734,0.7786706168995536,35000.0,12
335100,Dwarf Tower,iosoftware,iosoftware,,192,78,"20,000 .. 50,000",293,0,293,0,0,"Indie, Strategy",USD,0.99,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing",0.7111111111111111,0.7781744995454429,35000.0,7
334850,1931: Scheherazade at the Library of Pergamum,"Black Chicken Studios, inc.","Black Chicken Studios, inc.",,143,57,"50,000 .. 100,000",389,0,389,0,0,"Casual, Indie, RPG, Simulation",USD,1.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.715,0.7783592925722729,75000.0,76
335190,200% Mixed Juice!,Orange_Juice,Fruitbat Factory,,643,233,"100,000 .. 200,000",54,0,44,0,1,"Adventure, Indie, RPG",USD,6.99,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0.7340182648401826,0.7774952440167546,150000.0,66
335210,Rift's Cave,Volens Nolens Games,Volens Nolens Games,,63,38,"20,000 .. 50,000",265,0,301,0,0,"Adventure, Indie",USD,4.99,"Single-player, VR Supported, Steam Trading Cards, VR Support, Partial Controller Support, Family Sharing",0.6237623762376238,0.7782595953807568,35000.0,55
335450,Curse of the Assassin,Tin Man Games,Tin Man Games,,21,3,"0 .. 20,000",0,0,0,0,0,"Adventure, Indie, RPG",USD,4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.875,0.7788685633343851,10000.0,8
335460,An Assassin in Orlandes,Tin Man Games,Tin Man Games,,72,15,"0 .. 20,000",63,0,95,0,0,"Adventure, Indie, RPG",USD,4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.8275862068965517,0.7789340312021107,10000.0,10
333260,Marvin's Mittens,Breakfall,Breakfall,,190,7,"0 .. 20,000",0,0,0,0,0,"Adventure, Casual, Indie",USD,5.99,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.9644670050761421,0.7800254738387199,10000.0,8
335690,dUpLicity ~Beyond the Lies~,ROSEVERTE,ROSEVERTE,,25,39,"0 .. 20,000",0,0,0,0,0,"Adventure, Casual, Indie, Simulation",USD,9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.390625,0.7779473350442749,10000.0,18
335700,I am Weapon: Revival,Krealit,Krealit,,202,90,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie, RPG",USD,1.59,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.6917808219178082,0.7779348120171902,35000.0,15
335840,Goats on a Bridge,Cabygon,KOMODO,,131,40,"20,000 .. 50,000",97,0,191,0,0,"Action, Casual, Indie",USD,4.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.7660818713450293,0.7787166660622737,35000.0,8
335900,Angels of Fasaria: Version 2.0,Fasaria Works,NSE,,24,39,"50,000 .. 100,000",327,0,335,0,0,"Adventure, Indie, RPG, Strategy",USD,1.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.38095238095238093,0.7779398016221994,75000.0,25
336020,Pahelika: Secret Legends,Ironcode Gaming,Ironcode Gaming,,29,35,"0 .. 20,000",0,0,0,0,0,"Adventure, Casual, Indie, Strategy",USD,9.99,"Single-player, Steam Achievements, Family Sharing",0.453125,0.778083035581885,10000.0,4
336030,Race.a.bit,Aesir Interactive,Headup Publishing,,66,26,"20,000 .. 50,000",0,0,0,0,0,"Indie, Racing",USD,0.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Stats, Includes level editor, Family Sharing",0.717391304347826,0.7785986717464086,35000.0,34
336090,Sky Mercenaries,"PolarityFlow, Adrian Zingg",PolarityFlow,,83,36,"20,000 .. 50,000",210,0,210,0,0,"Action, Indie",USD,9.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Steam Turn Notifications, Includes level editor, Commentary available, Remote Play Together, Family Sharing",0.6974789915966386,0.7784624734175304,35000.0,8
336110,Bloody Streets,Headless Wizard,Headless Wizard,,97,25,"20,000 .. 50,000",134,0,134,0,0,"Action, Indie",USD,4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0.7950819672131147,0.7788574198476296,35000.0,10
336200,Starlaxis Supernova Edition,Spiderwork Games,Spiderwork Games,,35,23,"0 .. 20,000",773,0,773,0,0,"Action, Casual, Indie, Strategy",USD,4.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.603448275862069,0.7784450395038407,10000.0,15
336280,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,Kisareth Studios,Kisareth Studios,,61,33,"50,000 .. 100,000",206,0,211,0,0,"Indie, RPG",,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.648936170212766,0.7783764441182914,75000.0,29
336380,Catmouth Island,Colonthree Enterprises,Colonthree Enterprises,,45,42,"20,000 .. 50,000",276,0,276,0,0,"Adventure, Casual, Indie",USD,0.99,"Single-player, Steam Trading Cards, Family Sharing",0.5172413793103449,0.7780187667340551,35000.0,10
394360,Hearts of Iron IV,Paradox Development Studio,Paradox Interactive,,253023,24258,"5,000,000 .. 10,000,000",17505,765,4312,473,43674,"Simulation, Strategy",USD,9.99,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",0.9125147413634545,0.8996902245877286,7500000.0,346
429060,Zombie Wars: Invasion,DNZY Games,My Way Games,,96,65,"50,000 .. 100,000",309,0,309,0,1,"Casual, Indie, Strategy",USD,0.89,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.5962732919254659,0.7777964950754294,75000.0,52
432410,The Sacred Stone,Panzer Gaming,HandMade Games,,18,37,"20,000 .. 50,000",234,0,261,0,0,"Action, Adventure, Indie, RPG",USD,13.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.32727272727272727,0.777947386830364,35000.0,19
440790,Spellbind : Luppe's tale,Spider Key Games,Volens Nolens Games,,36,19,"20,000 .. 50,000",241,0,241,0,41,"Adventure, Casual, Indie",USD,4.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.6545454545454545,0.7785582257547426,35000.0,42
448050,Mr Nibbles Forever,Epic Shrimp,My Way Games,,59,11,"50,000 .. 100,000",227,0,227,0,0,"Action, Casual",USD,0.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.8428571428571429,0.7789422352938153,75000.0,30
448070,Red Risk,Microblast Games,SA Industry,,530,367,"200,000 .. 500,000",264,0,269,0,1,"Action, Casual, Indie, Strategy",USD,0.49,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",0.5908584169453734,0.7732283747617013,350000.0,122
457710,Road Madness,Faton,Faton,,164,345,"100,000 .. 200,000",262,0,266,0,0,"Action, Racing",USD,4.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.32220039292730845,0.7710230369567208,150000.0,57
551110,Wayout,Konstructors,"Hook Games, GrabTheGames",,1001,129,"100,000 .. 200,000",64,0,78,0,2,"Casual, Indie",USD,1.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.8858407079646018,0.7827507179717548,150000.0,57
563910,Guardian Of December,Vidas Salavejus,Vidas Salavejus,,20,15,"0 .. 20,000",0,0,0,0,0,"Adventure, Casual, Indie, RPG, Strategy",USD,4.99,"Single-player, Steam Trading Cards, Family Sharing",0.5714285714285714,0.7785436631261458,10000.0,24
567980,Santa Rockstar,Bekho Team,Volens Nolens Games,,148,36,"50,000 .. 100,000",0,0,0,0,0,"Casual, Indie",USD,4.99,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.8043478260869565,0.7789490125824361,75000.0,30
1004490,Tools Up!,The Knights of Unity,Untold Tales,,745,240,"20,000 .. 50,000",98,0,102,0,16,"Action, Adventure, Casual, Indie, Simulation",USD,19.99,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0.7563451776649747,0.7780628210139314,35000.0,13
1037930,Era of Miracles,Seaborgium Entertainment,"Seaborgium Entertainment, khukhrovr",,11,5,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Indie, RPG, Simulation",USD,39.99,"Single-player, Steam Trading Cards, Family Sharing",0.6875,0.7787404891991561,35000.0,7
1419730,Seek Girl Ⅵ,DSGame,DSGame,,936,250,"50,000 .. 100,000",36,0,47,0,2,"Casual, Indie, Strategy",USD,1.99,"Single-player, Family Sharing",0.7892074198988196,0.779193895426395,75000.0,10
699240,Keyboard Killers,Heaven Brotherhood,"Heaven Brotherhood, GrabTheGames",,206,209,"100,000 .. 200,000",5,0,1,0,1,"Action, Casual, Indie, Simulation",,0.0,"Single-player, Steam Achievements, Steam Cloud",0.4963855421686747,0.7748609553898741,150000.0,16
1633660,Girl Jigsaw 2,Cartoon Game,Cartoon Game,,328,66,"20,000 .. 50,000",22,0,22,0,0,"Casual, Indie, Strategy",,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.8324873096446701,0.7794999197189753,35000.0,3
826630,Iron Harvest,KING Art,Prime Matter,,10051,3797,"1,000,000 .. 2,000,000",996,0,643,0,127,Strategy,USD,29.99,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Remote Play on TV, Family Sharing",0.7258087810514153,0.7618304773486675,1500000.0,40
1671200,,,,,0,0,"0 .. 20,000",1495,0,709,0,0,,,0.0,"Single-player, Multi-player, Co-op, Online Co-op, In-App Purchases, Partial Controller Support",,0.7787901224971441,10000.0,38
65790,ARMA: Cold War Assault,Bohemia Interactive,Bohemia Interactive,,4680,1207,"1,000,000 .. 2,000,000",49,0,13,0,26,"Action, Simulation, Strategy",USD,4.99,"Single-player, Family Sharing",0.7949719721420078,0.7814888034814769,1500000.0,36
1732740,Sakura Hime,GirlGames,GirlGames,,1207,102,"20,000 .. 50,000",48,0,65,0,2,"Casual, Indie, RPG, Simulation",USD,3.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.922077922077922,0.7848953807112793,35000.0,27
1742840,Puff Town,Cartoon Game,Cartoon Game,,255,79,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Strategy",,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.7634730538922155,0.7786181401922039,10000.0,3
1812280,Cave Story's Secret Santa,,,,0,0,"0 .. 20,000",13,0,19,0,0,,,0.0,"Single-player, Steam Achievements, Full controller support",,0.7787901224971441,10000.0,8
1874720,Elf World Adventure: Part 1,"White Panda Studio, 430Games",430Games,,0,0,"0 .. 20,000",0,0,0,0,1,"Casual, Indie",USD,1.99,"Single-player, Steam Achievements, Family Sharing",,0.7787901224971441,10000.0,2
1917560,Milk Bottle And Monster Girl 2,Cartoon Game,Cartoon Game,,222,40,"20,000 .. 50,000",24,0,24,0,0,"Casual, Indie",,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.8473282442748091,0.7793952509704826,35000.0,2
1976440,,,,,0,0,"0 .. 20,000",2833,312,3283,312,0,,,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases",,0.7787901224971441,10000.0,19
2022180,Miss Neko 3,Double W,Toffee Cafe,,3427,257,"100,000 .. 200,000",187,0,270,0,23,Casual,USD,2.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.9302388707926167,0.7956479267563328,150000.0,27
674020,World War 3,The Farm 51,"Wishlist Games, The 4 Winds Entertainment",,29221,24628,"1,000,000 .. 2,000,000",434,332,132,332,229,"Action, Free to Play",,0.0,"Multi-player, PvP, Online PvP, Partial Controller Support",0.5426470315140486,0.626065954605354,1500000.0,101
2304490,Project: Sword Art,"430Games, BOA",430Games,,0,0,"0 .. 20,000",0,0,0,0,2,"Casual, Indie, RPG, Simulation",USD,4.99,"Single-player, Steam Achievements, Family Sharing",,0.7787901224971441,10000.0,0
2348120,Kagura Survivors: Endless Night,,,,0,0,"0 .. 20,000",897,0,197,0,0,,,0.0,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",,0.7787901224971441,10000.0,7
1563180,Internet Cafe Simulator 2,Cheesecake Dev,Cheesecake Dev,,7879,2803,"200,000 .. 500,000",1092,0,595,0,168,"Action, Adventure, Casual, Indie, Simulation, Strategy",USD,8.99,"Single-player, Steam Achievements, Family Sharing",0.7375959558135181,0.7678151952621544,350000.0,52
212160,Vindictus,devCAT,NEXON Korea Corp. &amp; NEXON America Inc.,,5227,2463,"1,000,000 .. 2,000,000",2443,0,612,0,283,"Action, Adventure, Massively Multiplayer, RPG, Free to Play",,0.0,"Single-player, Multi-player, MMO, Co-op, Partial Controller Support",0.6797139141742523,0.7582553190220589,1500000.0,36
239660,Soldier Front 2,Dragonfly,Aeria Games,,1553,417,"500,000 .. 1,000,000",2597,0,1658,0,0,"Action, Free to Play",,0.0,"Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",0.7883248730964467,0.7793886521483961,750000.0,9
216150,MapleStory,Nexon,Nexon America Inc.,,7974,4903,"2,000,000 .. 5,000,000",2332,1785,124,1785,5723,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free to Play",,0.0,"Single-player, Multi-player, MMO, Co-op, Steam Trading Cards",0.6192436126426962,0.7302089821097419,3500000.0,38
291480,Warface,MY.GAMES,MY.GAMES,,55092,27370,"10,000,000 .. 20,000,000",1546,0,105,0,691,"Action, Massively Multiplayer, Free to Play",,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases",0.6680895442749387,0.697193537131688,15000000.0,359
365720,Skyrim Script Extender (SKSE),The SKSE Team,The SKSE Team,,1011,17,"0 .. 20,000",9,0,1,0,4,RPG,,0.0,"Single-player, Partial Controller Support",0.9834630350194552,0.785702051582107,10000.0,8
555570,Infestation: The New Z,Fredaikis AB,OP Productions LLC,,18041,15606,"2,000,000 .. 5,000,000",1277,120,75,120,290,"Action, Indie, Massively Multiplayer, RPG, Free to Play",,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases",0.5361845038190626,0.6493420740188789,3500000.0,107
1063730,New World,Amazon Games,Amazon Games,,192684,81018,"50,000,000 .. 100,000,000",8703,246,3340,272,11882,"Action, Adventure, Massively Multiplayer, RPG",USD,39.99,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support",0.7039919328320582,0.7112499599218132,75000000.0,408
1281930,tModLoader,TML Team,"Re-Logic, TML Team",,0,0,"0 .. 20,000",3668,230,1017,140,11995,"Action, Adventure, Free to Play, Indie, RPG",,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Workshop, Steam Cloud",,0.7787901224971441,10000.0,304
1653970,Jigsaw Puzzle Dreams,,,,0,0,"0 .. 20,000",0,0,0,0,0,,,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Workshop, Steam Cloud",,0.7787901224971441,10000.0,6
7110,Jade Empire: Special Edition,BioWare,"BioWare, Electronic Arts",,1354,453,"200,000 .. 500,000",366,0,408,0,11,RPG,USD,14.99,"Single-player, Partial Controller Support, Family Sharing",0.7493082457111234,0.7770837062882537,350000.0,5
1700,Arx Fatalis,Arkane Studios,Arkane Studios,,1692,246,"200,000 .. 500,000",56,18,85,18,20,RPG,USD,4.99,"Single-player, Family Sharing",0.8730650154798761,0.7846179003767992,350000.0,12
24720,SPORE Galactic Adventures,EA - Maxis,Electronic Arts,,5788,746,"500,000 .. 1,000,000",533,0,250,0,194,"Action, Simulation",USD,19.99,"Single-player, Family Sharing",0.8858279767370677,0.798246315093626,750000.0,37
48700,Mount & Blade: Warband,TaleWorlds Entertainment,TaleWorlds Entertainment,,155643,3602,"5,000,000 .. 10,000,000",8072,266,1898,146,6979,"Action, RPG",USD,19.99,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing",0.9773807654871425,0.9464194953229864,7500000.0,397
45750,Lost Planet 2,"CAPCOM CO., LTD.",Capcom,,1854,889,"200,000 .. 500,000",77,0,22,0,6,"Action, Adventure",,0.0,"Single-player, Multi-player, Co-op, Partial Controller Support",0.6759022967553773,0.7700134027519911,350000.0,15
39500,Gothic 3,Piranha Bytes,THQ Nordic,,8335,1849,"1,000,000 .. 2,000,000",1067,0,73,0,459,"Action, RPG",USD,9.99,"Single-player, Steam Cloud, Family Sharing",0.81844069128044,0.7889879848408836,1500000.0,44
39510,Gothic II: Gold Edition,Piranha Bytes,THQ Nordic,,12543,831,"500,000 .. 1,000,000",1044,1635,88,1635,1001,"Action, RPG",USD,9.99,"Single-player, Family Sharing",0.9378645132346344,0.8285126386277055,750000.0,39
65540,Gothic 1,Piranha Bytes,THQ Nordic,,12372,983,"500,000 .. 1,000,000",340,0,122,0,451,"Action, RPG",USD,9.99,"Single-player, Family Sharing",0.9263946087607637,0.8248823670006739,750000.0,49
39160,Dungeon Siege III,Obsidian Entertainment,Square Enix,,1587,1172,"200,000 .. 500,000",377,0,81,0,18,"Action, RPG",USD,14.99,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Family Sharing",0.575208408843784,0.7613312232982758,350000.0,31
39200,Dungeon Siege II,Gas Powered Games,Square Enix,,1829,612,"500,000 .. 1,000,000",357,0,135,0,87,RPG,USD,6.99,"Single-player, Family Sharing",0.7492830807046292,0.776528948558687,750000.0,8
204030,Fable - The Lost Chapters,Lionhead Studios,Xbox Game Studios,,6817,553,"500,000 .. 1,000,000",500,0,239,0,51,"Action, Adventure, RPG",USD,9.99,"Single-player, Family Sharing",0.924966078697422,0.8080788280165538,750000.0,23
7650,X-COM: Terror From the Deep,"MicroProse Software, Inc",2K,,729,72,"500,000 .. 1,000,000",28,0,47,0,22,Strategy,USD,4.99,"Single-player, Family Sharing",0.9101123595505618,0.7822716297422517,750000.0,8
211600,Thief Gold,Looking Glass Studios,Eidos Interactive Corp.,,3256,275,"500,000 .. 1,000,000",228,0,22,0,29,"Action, Simulation",USD,0.97,"Single-player, Family Sharing",0.9221183800623053,0.7941524689997721,750000.0,16
211740,Thief II: The Metal Age,Looking Glass Studios,Eidos Interactive Corp.,,1686,101,"500,000 .. 1,000,000",39,0,10,0,23,"Action, Simulation",USD,0.97,"Single-player, Family Sharing",0.9434806939003917,0.7882229802399002,750000.0,11
97330,Magic: The Gathering - Duels of the Planeswalkers 2013,Stainless Games,Wizards of the Coast LLC,,1140,158,"200,000 .. 500,000",780,0,722,0,12,Strategy,,0.0,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",0.8782742681047766,0.7829948637139184,350000.0,15
225640,Sacred 2 Gold,Studio II,THQ Nordic,,2420,770,"500,000 .. 1,000,000",670,0,784,0,78,RPG,USD,14.99,"Single-player, Family Sharing",0.7586206896551724,0.7768166494573362,750000.0,19
17080,Tribes: Ascend,Hi-Rez Studios,Hi-Rez Studios,,6938,1657,"1,000,000 .. 2,000,000",467,0,59,0,0,"Action, Free to Play",,0.0,"Multi-player, Co-op",0.8072134962187318,0.7852177434358751,1500000.0,32
248570,Toribash,Nabi Studios,"Nicalis, Inc.",,14476,1867,"2,000,000 .. 5,000,000",612,39,36,39,114,"Action, Free to Play, Indie, Strategy",,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Includes level editor",0.8857614880988802,0.816998130782083,3500000.0,42
227160,Kinetic Void,Badland Studio,Badland Studio,,271,1284,"100,000 .. 200,000",206,0,259,0,0,"Action, Indie, Simulation",USD,19.99,"Single-player, Steam Trading Cards, Steam Workshop, Family Sharing",0.1742765273311897,0.7484352836323812,150000.0,5
230330,FINAL FANTASY XI: Ultimate Collection Seekers Edition,Square Enix,Square Enix,,262,32,"0 .. 20,000",0,0,0,0,16,Massively Multiplayer,USD,29.99,"Multi-player, MMO, Family Sharing",0.891156462585034,0.7799021860070167,10000.0,1
230190,War for the Overworld,Brightrock Games,Brightrock Games,,6450,1037,"500,000 .. 1,000,000",798,0,353,0,100,"Indie, Simulation, Strategy",USD,29.99,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",0.8614932549752905,0.7955707156204348,750000.0,58
229480,Dungeons & Dragons: Chronicles of Mystara,Iron Galaxy Studios,Capcom,,1390,309,"500,000 .. 1,000,000",181,0,99,0,7,"Action, Adventure, RPG",USD,14.99,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play Together, Family Sharing",0.8181283107710418,0.780938370448423,750000.0,4
244770,StarMade,Schine GmbH,Schine GmbH,,2008,940,"200,000 .. 500,000",544,0,404,0,9,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",USD,14.99,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Partial Controller Support, Stats, Remote Play Together, Family Sharing",0.6811397557666214,0.7698943462697153,350000.0,18
239250,Castlevania: Lords of Shadow 2,MercurySteam,KONAMI,,4383,805,"200,000 .. 500,000",562,0,706,0,32,"Action, Adventure",USD,39.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",0.844834232845027,0.788692729643199,350000.0,29
238280,Legend of Dungeon,Robot Loves Kitty,SNK CORPORATION,,1182,431,"200,000 .. 500,000",102,0,172,0,0,"Action, Indie, RPG",USD,9.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, VR Support, Remote Play Together, Family Sharing",0.7327960322380657,0.7763989262074926,350000.0,28
253630,Steam Marines,Worthless Bums,Red Barrels,,164,164,"50,000 .. 100,000",220,0,220,0,0,"Indie, RPG, Strategy",USD,19.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.5,0.7757154385909766,75000.0,26
256030,Shadows: Heretic Kingdoms,Games Farm,Kalypso Media Digital,,263,179,"20,000 .. 50,000",0,0,0,0,2,"Indie, RPG",USD,29.99,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Family Sharing",0.5950226244343891,0.776069434796991,35000.0,3
257350,Baldur's Gate II: Enhanced Edition,Beamdog,Beamdog,,8355,745,"1,000,000 .. 2,000,000",2813,1,2085,1,453,"Adventure, RPG",USD,19.99,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",0.9181318681318681,0.8117146088289243,1500000.0,76
